PF03544.12	TonB_C	Gram-negative bacterial TonB protein C-terminal
PF03545.11	YopE	Yersinia virulence determinant (YopE)
PF03546.12	Treacle	Treacher Collins syndrome protein Treacle
PF03547.16	Mem_trans	Membrane transport protein
PF03548.13	LolA	Outer membrane lipoprotein carrier protein LolA
PF03549.12	Tir_receptor_M	Translocated intimin receptor (Tir) intimin-binding domain
PF03550.12	LolB	Outer membrane lipoprotein LolB
PF03551.12	PadR	Transcriptional regulator PadR-like family
PF03552.12	Cellulose_synt	Cellulose synthase
PF03553.12	Na_H_antiporter	Na+/H+ antiporter family
PF03554.11	Herpes_UL73	UL73 viral envelope glycoprotein
PF03555.12	Flu_C_NS2	Influenza C non-structural protein (NS2)
PF03556.13	Cullin_binding	Cullin binding
PF03557.13	Bunya_G1	Bunyavirus glycoprotein G1
PF03558.11	TBSV_P22	TBSV core protein P21/P22
PF03559.12	Hexose_dehydrat	NDP-hexose 2,3-dehydratase
PF03561.13	Allantoicase	Allantoicase repeat
PF03562.15	MltA	MltA specific insert domain
PF03563.11	Bunya_G2	Bunyavirus glycoprotein G2
PF03564.13	DUF1759	Protein of unknown function (DUF1759)
PF03566.11	Peptidase_A21	Peptidase family A21
PF03567.12	Sulfotransfer_2	Sulfotransferase family
PF03568.15	Peptidase_C50	Peptidase family C50
PF03569.11	Peptidase_C8	Peptidase family C8
PF03571.13	Peptidase_M49	Peptidase family M49
PF03572.16	Peptidase_S41	Peptidase family S41
PF03573.11	OprD	outer membrane porin, OprD family
PF03574.13	Peptidase_S48	Peptidase family S48
PF03575.15	Peptidase_S51	Peptidase family S51
PF03576.12	Peptidase_S58	Peptidase family S58
PF03577.13	Peptidase_C69	Peptidase family C69
PF03578.13	HGWP	HGWP repeat
PF03579.11	SHP	Small hydrophobic protein
PF03580.12	Herpes_UL14	Herpesvirus UL14-like protein
PF03581.11	Herpes_UL33	Herpesvirus UL33-like protein
PF03583.12	LIP	Secretory lipase
PF03584.13	Herpes_ICP4_N	Herpesvirus ICP4-like protein N-terminal region
PF03585.12	Herpes_ICP4_C	Herpesvirus ICP4-like protein C-terminal region
PF03586.11	Herpes_UL36	Herpesvirus UL36 tegument protein
PF03587.12	EMG1	EMG1/NEP1 methyltransferase
PF03588.12	Leu_Phe_trans	Leucyl/phenylalanyl-tRNA protein transferase
PF03589.11	Antiterm	Antitermination protein
PF03590.13	AsnA	Aspartate-ammonia ligase
PF03591.12	AzlC	AzlC protein
PF03592.14	Terminase_2	Terminase small subunit
PF03594.11	BenE	Benzoate membrane transport protein
PF03595.15	SLAC1	Voltage-dependent anion channel
PF03596.11	Cad	Cadmium resistance transporter
PF03597.13	FixS	Cytochrome oxidase maturation protein cbb3-type
PF03598.13	CdhC	CO dehydrogenase/acetyl-CoA synthase complex beta subunit
PF03599.14	CdhD	CO dehydrogenase/acetyl-CoA synthase delta subunit
PF03600.14	CitMHS	Citrate transporter
PF03601.12	Cons_hypoth698	Conserved hypothetical protein 698
PF03602.13	Cons_hypoth95	Conserved hypothetical protein 95
PF03603.11	DNA_III_psi	DNA polymerase III psi subunit
PF03604.11	DNA_RNApol_7kD	DNA directed RNA polymerase, 7 kDa subunit
PF03605.12	DcuA_DcuB	Anaerobic c4-dicarboxylate membrane transporter
PF03606.13	DcuC	C4-dicarboxylate anaerobic carrier
PF03607.15	DCX	Doublecortin
PF03608.11	EII-GUT	PTS system enzyme II sorbitol-specific factor
PF03609.12	EII-Sor	PTS system sorbose-specific iic component
PF03610.14	EIIA-man	PTS system fructose IIA component
PF03611.12	EIIC-GAT	PTS system sugar-specific permease component
PF03612.12	EIIBC-GUT_N	Sorbitol phosphotransferase enzyme II N-terminus
PF03613.12	EIID-AGA	PTS system mannose/fructose/sorbose family IID component
PF03614.11	Flag1_repress	Repressor of phase-1 flagellin
PF03615.13	GCM	GCM motif protein
PF03616.12	Glt_symporter	Sodium/glutamate symporter
PF03617.11	IBV_3A	IBV 3A protein
PF03618.12	Kinase-PPPase	Kinase/pyrophosphorylase
PF03619.14	Solute_trans_a	Organic solute transporter Ostalpha
PF03620.11	IBV_3C	IBV 3C protein
PF03621.11	MbtH	MbtH-like protein
PF03622.11	IBV_3B	IBV 3B protein
PF03623.11	Focal_AT	Focal adhesion targeting region
PF03625.12	DUF302	Domain of unknown function DUF302
PF03626.12	COX4_pro	Prokaryotic Cytochrome C oxidase subunit IV
PF03627.11	PapG_N	PapG carbohydrate binding domain
PF03628.11	PapG_C	PapG chaperone-binding domain
PF03629.16	SASA	Carbohydrate esterase, sialic acid-specific acetylesterase
PF03630.12	Fumble	Fumble
PF03631.13	Virul_fac_BrkB	Virulence factor BrkB
PF03632.13	Glyco_hydro_65m	Glycosyl hydrolase family 65 central catalytic domain
PF03633.13	Glyco_hydro_65C	Glycosyl hydrolase family 65, C-terminal domain
PF03634.11	TCP	TCP family transcription factor
PF03635.15	Vps35	Vacuolar protein sorting-associated protein 35
PF03636.13	Glyco_hydro_65N	Glycosyl hydrolase family 65, N-terminal domain
PF03637.15	Mob1_phocein	Mob1/phocein family
PF03638.13	TCR	Tesmin/TSO1-like CXC domain, cysteine-rich domain
PF03639.11	Glyco_hydro_81	Glycosyl hydrolase family 81
PF03640.13	Lipoprotein_15	Secreted repeat of unknown function
PF03641.12	Lysine_decarbox	Possible lysine decarboxylase
PF03642.11	MAP	MAP domain
PF03643.13	Vps26	Vacuolar protein sorting-associated protein 26
PF03644.11	Glyco_hydro_85	Glycosyl hydrolase family 85
PF03645.11	Tctex-1	Tctex-1 family
PF03646.13	FlaG	FlaG protein
PF03647.11	Tmemb_14	Transmembrane proteins 14C
PF03648.12	Glyco_hydro_67N	Glycosyl hydrolase family 67 N-terminus
PF03649.11	UPF0014	Uncharacterised protein family (UPF0014)
PF03650.11	MPC	Uncharacterised protein family (UPF0041)
PF03652.13	RuvX	Holliday junction resolvase
PF03653.11	UPF0093	Uncharacterised protein family (UPF0093)
PF03656.11	Pam16	Pam16
PF03657.11	UPF0113	Uncharacterised protein family (UPF0113)
PF03658.12	Ub-RnfH	RnfH family Ubiquitin
PF03659.12	Glyco_hydro_71	Glycosyl hydrolase family 71
PF03660.12	PHF5	PHF5-like protein
PF03661.11	UPF0121	Uncharacterised protein family (UPF0121)
PF03662.12	Glyco_hydro_79n	Glycosyl hydrolase family 79, N-terminal domain
PF03663.12	Glyco_hydro_76	Glycosyl hydrolase family 76
PF03664.11	Glyco_hydro_62	Glycosyl hydrolase family 62
PF03665.11	UPF0172	Uncharacterised protein family (UPF0172)
PF03666.11	NPR3	Nitrogen Permease regulator of amino acid transport activity 3
PF03668.13	ATP_bind_2	P-loop ATPase protein family
PF03669.11	UPF0139	Uncharacterised protein family (UPF0139)
PF03670.11	UPF0184	Uncharacterised protein family (UPF0184)
PF03671.12	Ufm1	Ubiquitin fold modifier 1 protein
PF03672.11	UPF0154	Uncharacterised protein family (UPF0154)
PF03673.11	UPF0128	Uncharacterised protein family (UPF0128)
PF03676.12	UPF0183	Uncharacterised protein family (UPF0183)
PF03677.11	UPF0137	Uncharacterised protein family (UPF0137)
PF03678.12	Adeno_hexon_C	Hexon, adenovirus major coat protein, C-terminal domain
PF03682.11	UPF0158	Uncharacterised protein family (UPF0158)
PF03683.11	UPF0175	Uncharacterised protein family (UPF0175)
PF03684.11	UPF0179	Uncharacterised protein family (UPF0179)
PF03685.11	UPF0147	Uncharacterised protein family (UPF0147)
PF03686.11	UPF0146	Uncharacterised protein family (UPF0146)
PF03687.11	UPF0164	Uncharacterised protein family (UPF0164)
PF03688.12	Nepo_coat_C	Nepovirus coat protein, C-terminal domain
PF03689.13	Nepo_coat_N	Nepovirus coat protein, N-terminal domain
PF03690.11	UPF0160	Uncharacterised protein family (UPF0160)
PF03691.12	UPF0167	Uncharacterised protein family (UPF0167)
PF03692.13	CxxCxxCC	Putative zinc- or iron-chelating domain
PF03693.12	ParD_antitoxin	Bacterial antitoxin of ParD toxin-antitoxin type II system and RHH
PF03694.11	Erg28	Erg28 like protein
PF03695.11	UPF0149	Uncharacterised protein family (UPF0149)
PF03698.11	UPF0180	Uncharacterised protein family (UPF0180)
PF03699.11	UPF0182	Uncharacterised protein family (UPF0182)
PF03700.11	Sorting_nexin	Sorting nexin, N-terminal domain
PF03701.12	UPF0181	Uncharacterised protein family (UPF0181)
PF03702.12	AnmK	Anhydro-N-acetylmuramic acid kinase
PF03703.12	bPH_2	Bacterial PH domain
PF03704.15	BTAD	Bacterial transcriptional activator domain
PF03705.13	CheR_N	CheR methyltransferase, all-alpha domain
PF03706.11	LPG_synthase_TM	Lysylphosphatidylglycerol synthase TM region
PF03707.14	MHYT	Bacterial signalling protein N terminal repeat
PF03708.12	Avian_gp85	Avian retrovirus envelope protein, gp85
PF03709.13	OKR_DC_1_N	Orn/Lys/Arg decarboxylase, N-terminal domain
PF03710.13	GlnE	Glutamate-ammonia ligase adenylyltransferase
PF03711.13	OKR_DC_1_C	Orn/Lys/Arg decarboxylase, C-terminal domain
PF03712.13	Cu2_monoox_C	Copper type II ascorbate-dependent monooxygenase, C-terminal domain
PF03713.11	DUF305	Domain of unknown function (DUF305)
PF03714.12	PUD	Bacterial pullanase-associated domain
PF03715.11	Noc2	Noc2p family
PF03716.12	WCCH	WCCH motif
PF03717.13	PBP_dimer	Penicillin-binding Protein dimerisation domain
PF03718.11	Glyco_hydro_49	Glycosyl hydrolase family 49
PF03719.13	Ribosomal_S5_C	Ribosomal protein S5, C-terminal domain
PF03720.13	UDPG_MGDP_dh_C	UDP-glucose/GDP-mannose dehydrogenase family, UDP binding domain
PF03721.12	UDPG_MGDP_dh_N	UDP-glucose/GDP-mannose dehydrogenase family, NAD binding domain
PF03722.12	Hemocyanin_N	Hemocyanin, all-alpha domain
PF03723.12	Hemocyanin_C	Hemocyanin, ig-like domain
PF03724.14	META	META domain
PF03725.13	RNase_PH_C	3' exoribonuclease family, domain 2
PF03726.12	PNPase	Polyribonucleotide nucleotidyltransferase, RNA binding domain
PF03727.14	Hexokinase_2	Hexokinase
PF03728.11	Viral_DNA_Zn_bi	Viral DNA-binding protein, zinc binding domain
PF03729.11	DUF308	Short repeat of unknown function (DUF308)
PF03730.12	Ku_C	Ku70/Ku80 C-terminal arm
PF03731.13	Ku_N	Ku70/Ku80 N-terminal alpha/beta domain
PF03732.15	Retrotrans_gag	Retrotransposon gag protein
PF03733.11	YccF	Inner membrane component domain
PF03734.12	YkuD	L,D-transpeptidase catalytic domain
PF03735.12	ENT	ENT domain
PF03736.15	EPTP	EPTP domain
PF03737.13	Methyltransf_6	Demethylmenaquinone methyltransferase
PF03738.12	GSP_synth	Glutathionylspermidine synthase preATP-grasp
PF03739.12	YjgP_YjgQ	Predicted permease YjgP/YjgQ family
PF03740.11	PdxJ	Pyridoxal phosphate biosynthesis protein PdxJ
PF03741.14	TerC	Integral membrane protein TerC family
PF03742.12	PetN	PetN
PF03743.12	TrbI	Bacterial conjugation TrbI-like protein
PF03744.11	BioW	6-carboxyhexanoate--CoA ligase
PF03745.12	DUF309	Domain of unknown function (DUF309)
PF03746.14	LamB_YcsF	LamB/YcsF family
PF03747.12	ADP_ribosyl_GH	ADP-ribosylglycohydrolase
PF03748.12	FliL	Flagellar basal body-associated protein FliL
PF03749.11	SfsA	Sugar fermentation stimulation protein
PF03750.11	DUF310	Protein of unknown function (DUF310)
PF03752.11	ALF	Short repeats of unknown function
PF03753.11	HHV6-IE	Human herpesvirus 6 immediate early protein
PF03754.11	DUF313	Domain of unknown function (DUF313)
PF03755.11	YicC_N	YicC-like family, N-terminal region
PF03756.11	AfsA	A-factor biosynthesis hotdog domain
PF03759.11	PRONE	PRONE (Plant-specific Rop nucleotide exchanger)
PF03760.13	LEA_1	Late embryogenesis abundant (LEA) group 1
PF03761.13	DUF316	Chymotrypsin family Peptidase-S1
PF03762.15	VOMI	Vitelline membrane outer layer protein I (VOMI)
PF03763.11	Remorin_C	Remorin, C-terminal region
PF03764.16	EFG_IV	Elongation factor G, domain IV
PF03765.13	CRAL_TRIO_N	CRAL/TRIO, N-terminal domain
PF03766.11	Remorin_N	Remorin, N-terminal region
PF03767.12	Acid_phosphat_B	HAD superfamily, subfamily IIIB (Acid phosphatase)
PF03768.13	Attacin_N	Attacin, N-terminal region
PF03769.13	Attacin_C	Attacin, C-terminal region
PF03770.14	IPK	Inositol polyphosphate kinase
PF03771.14	SPDY	Domain of unknown function (DUF317)
PF03772.14	Competence	Competence protein
PF03773.11	ArsP_1	Predicted permease
PF03775.14	MinC_C	Septum formation inhibitor MinC, C-terminal domain
PF03776.12	MinE	Septum formation topological specificity factor MinE
PF03777.11	DUF320	Small secreted domain (DUF320)
PF03778.11	DUF321	Protein of unknown function (DUF321)
PF03779.12	SPW	SPW repeat
PF03780.11	Asp23	Asp23 family, cell envelope-related function
PF03781.14	FGE-sulfatase	Sulfatase-modifying factor enzyme 1
PF03782.15	AMOP	AMOP domain
PF03783.12	CsgG	Curli production assembly/transport component CsgG
PF03784.11	Cyclotide	Cyclotide family
PF03785.12	Peptidase_C25_C	Peptidase family C25, C terminal ig-like domain
PF03786.11	UxuA	D-mannonate dehydratase (UxuA)
PF03787.13	RAMPs	RAMP superfamily
PF03788.12	LrgA	LrgA family
PF03789.11	ELK	ELK domain
PF03790.11	KNOX1	KNOX1 domain
PF03791.11	KNOX2	KNOX2 domain
PF03792.11	PBC	PBC domain
PF03793.17	PASTA	PASTA domain
PF03795.12	YCII	YCII-related domain
PF03796.13	DnaB_C	DnaB-like helicase C terminal domain
PF03797.17	Autotransporter	Autotransporter beta-domain
PF03798.14	TRAM_LAG1_CLN8	TLC domain
PF03799.13	FtsQ	Cell division protein FtsQ
PF03800.12	Nuf2	Nuf2 family
PF03801.11	Ndc80_HEC	HEC/Ndc80p family
PF03802.12	CitX	Apo-citrate lyase phosphoribosyl-dephospho-CoA transferase
PF03803.13	Scramblase	Scramblase
PF03804.11	DUF325	Viral domain of unknown function
PF03805.11	CLAG	Cytoadherence-linked asexual protein
PF03806.11	ABG_transport	AbgT putative transporter family
PF03807.15	F420_oxidored	NADP oxidoreductase coenzyme F420-dependent
PF03808.11	Glyco_tran_WecB	Glycosyl transferase WecB/TagA/CpsF family
PF03810.17	IBN_N	Importin-beta N-terminal domain
PF03811.11	Zn_Tnp_IS1	InsA N-terminal domain
PF03812.11	KdgT	2-keto-3-deoxygluconate permease
PF03813.12	Nrap	Nrap protein
PF03814.13	KdpA	Potassium-transporting ATPase A subunit
PF03815.17	LCCL	LCCL domain
PF03816.12	LytR_cpsA_psr	Cell envelope-related transcriptional attenuator domain
PF03817.11	MadL	Malonate transporter MadL subunit
PF03818.11	MadM	Malonate/sodium symporter MadM subunit
PF03819.15	MazG	MazG nucleotide pyrophosphohydrolase domain
PF03820.15	Mtc	Tricarboxylate carrier
PF03821.14	Mtp	Golgi 4-transmembrane spanning transporter
PF03822.12	NAF	NAF domain
PF03823.12	Neurokinin_B	Neurokinin B
PF03824.14	NicO	High-affinity nickel-transport protein
PF03825.14	Nuc_H_symport	Nucleoside H+ symporter
PF03826.15	OAR	OAR domain
PF03827.11	Orexin_rec2	Orexin receptor type 2
PF03828.17	PAP_assoc	Cid1 family poly A polymerase
PF03829.11	PTSIIA_gutA	PTS system glucitol/sorbitol-specific IIA component
PF03830.13	PTSIIB_sorb	PTS system sorbose subfamily IIB component
PF03831.12	PhnA	PhnA domain
PF03832.11	WSK	WSK motif
PF03833.11	PolC_DP2	DNA polymerase II large subunit DP2
PF03834.12	Rad10	Binding domain of DNA repair protein Ercc1 (rad10/Swi10)
PF03835.13	Rad4	Rad4 transglutaminase-like domain
PF03836.13	RasGAP_C	RasGAP C-terminus
PF03837.12	RecT	RecT family
PF03838.12	RecU	Recombination protein U
PF03839.14	Sec62	Translocation protein Sec62
PF03840.12	SecG	Preprotein translocase SecG subunit
PF03841.11	SelA	L-seryl-tRNA selenium transferase
PF03842.11	Silic_transp	Silicon transporter
PF03843.11	Slp	Outer membrane lipoprotein Slp family
PF03845.11	Spore_permease	Spore germination protein
PF03846.12	SulA	Cell division inhibitor SulA
PF03847.11	TFIID_20kDa	Transcription initiation factor TFIID subunit A
PF03848.12	TehB	Tellurite resistance protein TehB
PF03849.12	Tfb2	Transcription factor Tfb2
PF03850.12	Tfb4	Transcription factor Tfb4
PF03851.12	UvdE	UV-endonuclease UvdE
PF03852.13	Vsr	DNA mismatch endonuclease Vsr
PF03853.13	YjeF_N	YjeF-related protein N-terminus
PF03854.12	zf-P11	P-11 zinc finger
PF03855.11	M-factor	M-factor
PF03856.11	SUN	Beta-glucosidase (SUN family)
PF03857.11	Colicin_im	Colicin immunity protein
PF03858.11	Crust_neuro_H	Crustacean neurohormone H
PF03859.14	CG-1	CG-1 domain
PF03860.14	DUF326	Domain of Unknown Function (DUF326)
PF03861.12	ANTAR	ANTAR domain
PF03862.11	SpoVA	SpoVA protein
PF03863.11	Phage_mat-A	Phage maturation protein
PF03864.13	Phage_cap_E	Phage major capsid protein E
PF03865.11	ShlB	Haemolysin secretion/activation protein ShlB/FhaC/HecB
PF03866.11	HAP	Hydrophobic abundant protein (HAP)
PF03867.12	FTZ	Fushi tarazu (FTZ), N-terminal region
PF03868.13	Ribosomal_L6e_N	Ribosomal protein L6, N-terminal domain
PF03869.12	Arc	Arc-like DNA binding domain
PF03870.13	RNA_pol_Rpb8	RNA polymerase Rpb8
PF03871.12	RNA_pol_Rpb5_N	RNA polymerase Rpb5, N-terminal domain
PF03872.11	RseA_N	Anti sigma-E protein RseA, N-terminal domain
PF03873.11	RseA_C	Anti sigma-E protein RseA, C-terminal domain
PF03874.14	RNA_pol_Rpb4	RNA polymerase Rpb4
PF03875.11	Statherin	Statherin
PF03876.15	SHS2_Rpb7-N	SHS2 domain found in N terminus of Rpb7p/Rpc25p/MJ0397
PF03878.13	YIF1	YIF1
PF03879.12	Cgr1	Cgr1 family
PF03880.13	DbpA	DbpA RNA binding domain
PF03881.12	Fructosamin_kin	Fructosamine kinase
PF03882.12	KicB	MukF winged-helix domain
PF03883.12	H2O2_YaaD	Peroxide stress protein YaaA
PF03884.12	DUF329	Domain of unknown function (DUF329)
PF03885.11	DUF327	Protein of unknown function (DUF327)
PF03886.11	ABC_trans_aux	ABC-type transport auxiliary lipoprotein component
PF03887.12	YfbU	YfbU domain
PF03888.12	MucB_RseB	MucB/RseB N-terminal domain
PF03889.11	DUF331	Domain of unknown function
PF03891.13	DUF333	Domain of unknown function (DUF333)
PF03892.12	NapB	Nitrate reductase cytochrome c-type subunit (NapB)
PF03893.14	Lipase3_N	Lipase 3 N-terminal region
PF03894.13	XFP	D-xylulose 5-phosphate/D-fructose 6-phosphate phosphoketolase
PF03895.13	YadA_anchor	YadA-like C-terminal region
PF03896.14	TRAP_alpha	Translocon-associated protein (TRAP), alpha subunit
PF03898.11	TNV_CP	Satellite tobacco necrosis virus coat protein
PF03899.13	ATP-synt_I	ATP synthase I chain
PF03900.13	Porphobil_deamC	Porphobilinogen deaminase, C-terminal domain
PF03901.15	Glyco_transf_22	Alg9-like mannosyltransferase family
PF03902.11	Gal4_dimer	Gal4-like dimerisation domain
PF03903.11	Phage_T4_gp36	Phage T4 tail fibre
PF03904.11	DUF334	Domain of unknown function (DUF334)
PF03905.11	Corona_NS4	Coronavirus non-structural protein NS4
PF03906.12	Phage_T7_tail	Phage T7 tail fibre protein
PF03907.11	Spo7	Spo7-like protein
PF03908.11	Sec20	Sec20
PF03909.15	BSD	BSD domain
PF03910.11	Adeno_PV	Adenovirus minor core protein PV
PF03911.14	Sec61_beta	Sec61beta family
PF03912.12	Psb28	Psb28 protein
PF03913.11	Amb_V_allergen	Amb V Allergen
PF03914.15	CBF	CBF/Mak21 family
PF03915.11	AIP3	Actin interacting protein 3
PF03916.12	NrfD	Polysulphide reductase, NrfD
PF03917.15	GSH_synth_ATP	Eukaryotic glutathione synthase, ATP binding domain
PF03918.12	CcmH	Cytochrome C biogenesis protein
PF03919.13	mRNA_cap_C	mRNA capping enzyme, C-terminal domain
PF03920.13	TLE_N	Groucho/TLE N-terminal Q-rich domain
PF03921.12	ICAM_N	Intercellular adhesion molecule (ICAM), N-terminal domain
PF03922.12	OmpW	OmpW family
PF03923.11	Lipoprotein_16	Uncharacterized lipoprotein
PF03924.11	CHASE	CHASE domain
PF03925.11	SeqA	SeqA protein C-terminal domain
PF03927.11	NapD	NapD protein
PF03928.12	Haem_degrading	Haem-degrading
PF03929.14	PepSY_TM	PepSY-associated TM region
PF03930.12	Flp_N	Recombinase Flp protein N-terminus
PF03931.13	Skp1_POZ	Skp1 family, tetramerisation domain
PF03932.12	CutC	CutC family
PF03934.11	T2SSK	Type II secretion system (T2SS), protein K
PF03935.13	SKN1	Beta-glucan synthesis-associated protein (SKN1)
PF03936.14	Terpene_synth_C	Terpene synthase family, metal binding domain
PF03937.14	Sdh5	Flavinator of succinate dehydrogenase
PF03938.12	OmpH	Outer membrane protein (OmpH-like)
PF03939.11	Ribosomal_L23eN	Ribosomal protein L23, N-terminal domain
PF03940.11	MSSP	Male specific sperm protein
PF03941.13	INCENP_ARK-bind	Inner centromere protein, ARK binding region
PF03942.13	DTW	DTW domain
PF03943.11	TAP_C	TAP C-terminal domain
PF03944.12	Endotoxin_C	delta endotoxin
PF03945.12	Endotoxin_N	delta endotoxin, N-terminal domain
PF03946.12	Ribosomal_L11_N	Ribosomal protein L11, N-terminal domain
PF03947.16	Ribosomal_L2_C	Ribosomal Proteins L2, C-terminal domain
PF03948.12	Ribosomal_L9_C	Ribosomal protein L9, C-terminal domain
PF03949.13	Malic_M	Malic enzyme, NAD binding domain
PF03950.16	tRNA-synt_1c_C	tRNA synthetases class I (E and Q), anti-codon binding domain
PF03951.17	Gln-synt_N	Glutamine synthetase, beta-Grasp domain
PF03952.14	Enolase_N	Enolase, N-terminal domain
PF03953.15	Tubulin_C	Tubulin C-terminal domain
PF03954.12	Lectin_N	Hepatic lectin, N-terminal domain
PF03955.12	Adeno_PIX	Adenovirus hexon-associated protein (IX)
PF03956.11	DUF340	Membrane protein of unknown function (DUF340)
PF03957.11	Jun	Jun-like transcription factor
PF03958.15	Secretin_N	Bacterial type II/III secretion system short domain
PF03959.11	FSH1	Serine hydrolase (FSH1)
PF03960.13	ArsC	ArsC family
PF03961.11	DUF342	Protein of unknown function (DUF342)
PF03962.13	Mnd1	Mnd1 family
PF03963.12	FlgD	Flagellar hook capping protein - N-terminal region
PF03964.13	Chorion_2	Chorion family 2
PF03965.14	Penicillinase_R	Penicillinase repressor
PF03966.14	Trm112p	Trm112p-like protein
PF03967.11	PRCH	Photosynthetic reaction centre, H-chain N-terminal region
PF03968.12	OstA	OstA-like protein
PF03969.14	AFG1_ATPase	AFG1-like ATPase
PF03970.11	Herpes_UL37_1	Herpesvirus UL37 tegument protein
PF03971.12	IDH	Monomeric isocitrate dehydrogenase
PF03972.12	MmgE_PrpD	MmgE/PrpD family
PF03973.11	Triabin	Triabin
PF03974.11	Ecotin	Ecotin
PF03975.11	CheD	CheD chemotactic sensory transduction
PF03976.12	PPK2	Polyphosphate kinase 2 (PPK2)
PF03977.11	OAD_beta	Na+-transporting oxaloacetate decarboxylase beta subunit
PF03978.11	Borrelia_REV	Borrelia burgdorferi REV protein
PF03979.12	Sigma70_r1_1	Sigma-70 factor, region 1.1
PF03980.12	Nnf1	Nnf1
PF03981.10	Ubiq_cyt_C_chap	Ubiquinol-cytochrome C chaperone
PF03982.11	DAGAT	Diacylglycerol acyltransferase
PF03983.10	SHD1	SLA1 homology domain 1, SHD1
PF03984.11	DUF346	Repeat of unknown function (DUF346)
PF03985.11	Paf1	Paf1
PF03986.11	Autophagy_N	Autophagocytosis associated protein (Atg3), N-terminal domain
PF03987.13	Autophagy_act_C	Autophagocytosis associated protein, active-site domain
PF03988.10	DUF347	Repeat of Unknown Function (DUF347)
PF03989.11	DNA_gyraseA_C	DNA gyrase C-terminal domain, beta-propeller
PF03990.12	DUF348	Domain of unknown function (DUF348)
PF03991.10	Prion_octapep	Copper binding octapeptide repeat
PF03992.14	ABM	Antibiotic biosynthesis monooxygenase
PF03993.10	DUF349	Domain of Unknown Function (DUF349)
PF03994.12	DUF350	Domain of Unknown Function (DUF350)
PF03995.11	Inhibitor_I36	Peptidase inhibitor family I36
PF03996.13	Hema_esterase	Hemagglutinin esterase
PF03997.10	VPS28	VPS28 protein
PF03998.11	Utp11	Utp11 protein
PF03999.10	MAP65_ASE1	Microtubule associated protein (MAP65/ASE1 family)
PF04000.13	Sas10_Utp3	Sas10/Utp3/C1D family
PF04001.11	Vhr1	Transcription factor Vhr1
PF04002.13	RadC	RadC-like JAB domain
PF04003.10	Utp12	Dip2/Utp12 Family
PF04004.11	Leo1	Leo1-like protein
PF04005.10	Hus1	Hus1-like protein
PF04006.10	Mpp10	Mpp10 protein
PF04007.10	DUF354	Protein of unknown function (DUF354)
PF04008.12	Adenosine_kin	Adenosine specific kinase
PF04009.10	DUF356	Protein of unknown function (DUF356)
PF04010.11	DUF357	Protein of unknown function (DUF357)
PF04011.10	LemA	LemA family
PF04012.10	PspA_IM30	PspA/IM30 family
PF04013.10	Methyltrn_RNA_2	Putative SAM-dependent RNA methyltransferase
PF04014.16	MazE_antitoxin	Antidote-toxin recognition MazE, bacterial antitoxin
PF04015.10	DUF362	Domain of unknown function (DUF362)
PF04016.10	DUF364	Putative heavy-metal chelation
PF04017.10	DUF366	Domain of unknown function (DUF366)
PF04018.11	DUF368	Domain of unknown function (DUF368)
PF04019.10	DUF359	Protein of unknown function (DUF359)
PF04020.11	Phage_holin_4_2	Mycobacterial 4 TMS phage holin, superfamily IV
PF04021.10	Class_IIIsignal	Class III signal peptide
PF04022.10	Staphylcoagulse	Staphylocoagulase repeat
PF04023.12	FeoA	FeoA domain
PF04024.10	PspC	PspC domain
PF04025.10	DUF370	Domain of unknown function (DUF370)
PF04026.10	SpoVG	SpoVG
PF04027.11	DUF371	Domain of unknown function (DUF371)
PF04028.11	DUF374	Domain of unknown function (DUF374)
PF04029.12	2-ph_phosp	2-phosphosulpholactate phosphatase
PF04030.12	ALO	D-arabinono-1,4-lactone oxidase
PF04031.11	Las1	Las1-like
PF04032.14	Rpr2	RNAse P Rpr2/Rpp21/SNM1 subunit domain
PF04033.10	DUF365	Domain of unknown function (DUF365)
PF04034.11	DUF367	Domain of unknown function (DUF367)
PF04037.11	DUF382	Domain of unknown function (DUF382)
PF04038.10	DHNA	Dihydroneopterin aldolase
PF04039.11	MnhB	Domain related to MnhB subunit of Na+/H+ antiporter
PF04041.11	Glyco_hydro_130	beta-1,4-mannooligosaccharide phosphorylase
PF04042.14	DNA_pol_E_B	DNA polymerase alpha/epsilon subunit B
PF04043.13	PMEI	Plant invertase/pectin methylesterase inhibitor
PF04045.12	P34-Arc	Arp2/3 complex, 34 kD subunit p34-Arc
PF04046.14	PSP	PSP
PF04048.12	Sec8_exocyst	Sec8 exocyst complex component specific domain
PF04049.11	ANAPC8	Anaphase promoting complex subunit 8 / Cdc23
PF04050.12	Upf2	Up-frameshift suppressor 2
PF04051.14	TRAPP	Transport protein particle (TRAPP) component
PF04052.11	TolB_N	TolB amino-terminal domain
PF04053.12	Coatomer_WDAD	Coatomer WD associated region
PF04054.13	Not1	CCR4-Not complex component, Not1
PF04055.19	Radical_SAM	Radical SAM superfamily
PF04056.12	Ssl1	Ssl1-like
PF04057.10	Rep-A_N	Replication factor-A protein 1, N-terminal domain
PF04059.10	RRM_2	RNA recognition motif 2
PF04060.11	FeS	Putative Fe-S cluster
PF04061.12	ORMDL	ORMDL family
PF04062.12	P21-Arc	ARP2/3 complex ARPC3 (21 kDa) subunit
PF04063.12	DUF383	Domain of unknown function (DUF383)
PF04064.11	DUF384	Domain of unknown function (DUF384)
