jgi_spid	GOLD_BIOSAMPLE_ID	LATITUDE	LONGITUDE	ECOSYSTEM	ECOSYSTEM_CATEGORY	ECOSYSTEM_TYPE	HABITAT	GOLD_STUDY_ID	STUDY_NAME	ANALYSIS_PROJECT_TYPE	ANALYSIS_PROJECT_NAME_FULL	ANTHROPOGENIC_PERTURBATION_1	ANTHROPOGENIC_PERTURBATION_2	GEOTHERMAL_ENVIRONMENT	HYDROCARBON_ENVIRONMENT	EUKARYOTIC	VIRAL	DESCRIPTION	EMPO_1	EMPO_2	EMPO_3
1010276	Gb0054830	37.840854	-122.289843	Engineered	Lab enrichment	Defined media	Aerobic enrichment media	Gs0053056	Environmental microbial communities from Fremont; CA and La Paraguera; Puerto Rico	Metagenome Analysis	Aerobic enrichment media microbial communities from Eden Landing Ponds; California; USA - A23 E3 (SPAdes)	unperturbed	unperturbed	FALSE	FALSE	FALSE	FALSE	A23 E3 feedstock associated aerobic enrichment on eucalyptus of planktonic cells taken from a salt flat in the South Bay; CA	Free-living	Saline	Water (saline)
1010279	Gb0054376	37.840854	-122.289843	Engineered	Lab enrichment	Defined media	Aerobic enrichment media	Gs0053056	Environmental microbial communities from Fremont; CA and La Paraguera; Puerto Rico	Metagenome Analysis	Aerobic enrichment media microbial communities from Eden Landing Ponds; California; USA - A23 M1 (3) (SPAdes)	unperturbed	unperturbed	FALSE	FALSE	FALSE	FALSE	A23 M1 aerobic enrichment on miscanthus of planktonic cells taken from a salt flat in the South Bay; CA	Free-living	Saline	Water (saline)
1010282	Gb0054808	37.840854	-122.289843	Engineered	Lab enrichment	Defined media	Aerobic enrichment media	Gs0053056	Environmental microbial communities from Fremont; CA and La Paraguera; Puerto Rico	Metagenome Analysis	Aerobic enrichment media microbial communities from Eden Landing Ponds; California; USA - A23 M2 (SPAdes)	unperturbed	unperturbed	FALSE	FALSE	FALSE	FALSE	A23 M2 feedstock associated aerobic enrichment on miscanthus of planktonic cells taken from a salt flat in the South Bay; CA	Free-living	Saline	Water (saline)
1010285	Gb0054300	37.840854	-122.289843	Engineered	Lab enrichment	Defined media	Aerobic enrichment media	Gs0053056	Environmental microbial communities from Fremont; CA and La Paraguera; Puerto Rico	Metagenome Analysis	Aerobic enrichment media microbial communities from Eden Landing Ponds; California; USA - A23 M3 (2) (SPAdes)	unperturbed	unperturbed	FALSE	FALSE	FALSE	FALSE	A23 M3 feedstock associated aerobic enrichment on miscanthus of planktonic cells taken from a salt flat in the South Bay; CA	Free-living	Saline	Water (saline)
1010288	Gb0054421	37.840854	-122.289843	Engineered	Lab enrichment	Defined media	Aerobic enrichment media	Gs0053056	Environmental microbial communities from Fremont; CA and La Paraguera; Puerto Rico	Metagenome Analysis	Aerobic enrichment media microbial communities from Eden Landing Ponds; California; USA - A23 P3 (3) (SPAdes)	unperturbed	unperturbed	FALSE	FALSE	FALSE	FALSE	A23 P1 feedstock associated aerobic enrichment on pine of planktonic cells taken from a salt flat in the South Bay; CA	Free-living	Saline	Water (saline)
1010291	Gb0054807	37.840854	-122.289843	Engineered	Lab enrichment	Defined media	Aerobic enrichment media	Gs0053056	Environmental microbial communities from Fremont; CA and La Paraguera; Puerto Rico	Metagenome Analysis	Aerobic enrichment media microbial communities from Eden Landing Ponds; California; USA - A23 E3 (2) (SPAdes)	unperturbed	unperturbed	FALSE	FALSE	FALSE	FALSE	A23 P2 feedstock associated aerobic enrichment on pine of planktonic cells taken from a salt flat in the South Bay; CA	Free-living	Saline	Water (saline)
1010294	Gb0054299	37.840854	-122.289843	Engineered	Lab enrichment	Defined media	Aerobic enrichment media	Gs0053056	Environmental microbial communities from Fremont; CA and La Paraguera; Puerto Rico	Metagenome Analysis	Aerobic enrichment media microbial communities from Eden Landing Ponds; California; USA - A23 P3 (2) (SPAdes)	unperturbed	unperturbed	FALSE	FALSE	FALSE	FALSE	A23 P3 feedstock associated aerobic enrichment on pine of planktonic cells taken from a salt flat in the South Bay; CA	Free-living	Saline	Water (saline)
1010297	Gb0054375	17.967317	-67.018833	Engineered	Lab enrichment	Defined media	Aerobic enrichment media	Gs0053056	Environmental microbial communities from Fremont; CA and La Paraguera; Puerto Rico	Metagenome Analysis	Aerobic enrichment media microbial communities from Bioluminiscent Bay; La Parguera; Puerto Rico - Tt and E1 (2) (SPAdes)	unperturbed	unperturbed	FALSE	FALSE	FALSE	FALSE	Tt ae E1 feedstock associated aerobic enrichment on eucalyptus from sediment taken from Thalassia testudinum beds off the Bioluminescent Bay near La Parguera; PR	Free-living	Saline	Water (saline)
1010300	Gb0054738	17.967317	-67.018833	Engineered	Lab enrichment	Defined media	Aerobic enrichment media	Gs0053056	Environmental microbial communities from Fremont; CA and La Paraguera; Puerto Rico	Metagenome Analysis	Aerobic enrichment media microbial communities from Bioluminiscent Bay; La Parguera; Puerto Rico - Tt and E2 (1) (SPAdes)	unperturbed	unperturbed	FALSE	FALSE	FALSE	FALSE	Tt ae E2 feedstock associated aerobic enrichment on eucalyptus from sediment taken from Thalassia testudinum beds off the Bioluminescent Bay near La Parguera; PR	Free-living	Saline	Water (saline)
1010303	Gb0054420	17.967317	-67.018833	Engineered	Lab enrichment	Defined media	Aerobic enrichment media	Gs0053056	Environmental microbial communities from Fremont; CA and La Paraguera; Puerto Rico	Metagenome Analysis	Aerobic enrichment media microbial communities from Bioluminiscent Bay; La Parguera; Puerto Rico - Tt and M1 (3) (SPAdes)	unperturbed	unperturbed	FALSE	FALSE	FALSE	FALSE	Tt ae M1 feedstock associated aerobic enrichment on miscanthus from sediment taken from Thalassia testudinum beds off the Bioluminescent Bay near La Parguera; PR	Free-living	Saline	Water (saline)
1010306	Gb0054806	17.967317	-67.018833	Engineered	Lab enrichment	Defined media	Aerobic enrichment media	Gs0053056	Environmental microbial communities from Fremont; CA and La Paraguera; Puerto Rico	Metagenome Analysis	Aerobic enrichment media microbial communities from Bioluminiscent Bay; La Parguera; Puerto Rico - Tt and M2 (2) (SPAdes)	unperturbed	unperturbed	FALSE	FALSE	FALSE	FALSE	Tt ae M2 feedstock associated aerobic enrichment on miscanthus from sediment taken from Thalassia testudinum beds off the Bioluminescent Bay near La Parguera; PR	Free-living	Saline	Water (saline)
1010309	Gb0054374	17.967317	-67.018833	Engineered	Lab enrichment	Defined media	Aerobic enrichment media	Gs0053056	Environmental microbial communities from Fremont; CA and La Paraguera; Puerto Rico	Metagenome Analysis	Aerobic enrichment media microbial communities from Bioluminiscent Bay; La Parguera; Puerto Rico - Tt and P1 (2) (SPAdes)	unperturbed	unperturbed	FALSE	FALSE	FALSE	FALSE	Tt ae P1 feedstock associated aerobic enrichment on pine from sediment taken from Thalassia testudinum beds off the Bioluminescent Bay near La Parguera; PR	Free-living	Saline	Water (saline)
1010312	Gb0054737	17.967317	-67.018833	Engineered	Lab enrichment	Defined media	Aerobic enrichment media	Gs0053056	Environmental microbial communities from Fremont; CA and La Paraguera; Puerto Rico	Metagenome Analysis	Aerobic enrichment media microbial communities from Bioluminiscent Bay; La Parguera; Puerto Rico - Tt and P2 (1) (SPAdes)	unperturbed	unperturbed	FALSE	FALSE	FALSE	FALSE	Tt ae P2 feedstock associated aerobic enrichment on pine from sediment taken from Thalassia testudinum beds off the Bioluminescent Bay near La Parguera; PR	Free-living	Saline	Water (saline)
1010336	Gb0054795	9.28	-79.97	Environmental	Aquatic	Marine	Marine	Gs0064184	Marine cyanobacterial communities from Panama; similar to Oscillatoria species	Metagenome Analysis	Marine cyanobacterial communities from Panama - species 1 Leptolyngbya sp. (SPAdes)	unperturbed	unperturbed	FALSE	FALSE	FALSE	FALSE	na	Free-living	Saline	Water (saline)
1010424	Gb0054564	18	-65	Environmental	Terrestrial	Soil	Tropical forest soil	Gs0075432	Tropical forest soil microbial communities from Luquillo Experimental Forest; Puerto Rico	Metagenome Analysis	Tropical forest soil microbial communities from Luquillo Experimental Forest; Puerto Rico - Sample 1 (SPAdes)	unperturbed	unperturbed	FALSE	FALSE	FALSE	FALSE	Experimental forest soil	Free-living	Non-saline	Soil (non-saline)
1010430	Gb0054387	18	-65	Environmental	Terrestrial	Soil	Tropical forest soil	Gs0075432	Tropical forest soil microbial communities from Luquillo Experimental Forest; Puerto Rico	Metagenome Analysis	Tropical forest soil microbial communities from Luquillo Experimental Forest; Puerto Rico - Sample 3 (SPAdes)	unperturbed	unperturbed	FALSE	FALSE	FALSE	FALSE	Experimental forest soil	Free-living	Non-saline	Soil (non-saline)
1010433	Gb0054287	18	-65	Environmental	Terrestrial	Soil	Tropical forest soil	Gs0075432	Tropical forest soil microbial communities from Luquillo Experimental Forest; Puerto Rico	Metagenome Analysis	Tropical forest soil microbial communities from Luquillo Experimental Forest; Puerto Rico - Sample 4 (SPAdes)	unperturbed	unperturbed	FALSE	FALSE	FALSE	FALSE	Experimental forest soil	Free-living	Non-saline	Soil (non-saline)
1010436	Gb0054747	18	-65	Environmental	Terrestrial	Soil	Tropical forest soil	Gs0075432	Tropical forest soil microbial communities from Luquillo Experimental Forest; Puerto Rico	Metagenome Analysis	Tropical forest soil microbial communities from Luquillo Experimental Forest; Puerto Rico - Sample 5 (SPAdes)	unperturbed	unperturbed	FALSE	FALSE	FALSE	FALSE	Experimental forest soil	Free-living	Non-saline	Soil (non-saline)
1010439	Gb0054455	18	-65	Environmental	Terrestrial	Soil	Tropical forest soil	Gs0075432	Tropical forest soil microbial communities from Luquillo Experimental Forest; Puerto Rico	Metagenome Analysis	Tropical forest soil microbial communities from Luquillo Experimental Forest; Puerto Rico - Sample 6 (SPAdes)	unperturbed	unperturbed	FALSE	FALSE	FALSE	FALSE	Experimental forest soil	Free-living	Non-saline	Soil (non-saline)
1010442	Gb0054746	18	-65	Environmental	Terrestrial	Soil	Tropical forest soil	Gs0075432	Tropical forest soil microbial communities from Luquillo Experimental Forest; Puerto Rico	Metagenome Analysis	Tropical forest soil microbial communities from Luquillo Experimental Forest; Puerto Rico - Sample 7 (SPAdes)	unperturbed	unperturbed	FALSE	FALSE	FALSE	FALSE	na	Free-living	Non-saline	Soil (non-saline)
1010445	Gb0054817	18	-65	Environmental	Terrestrial	Soil	Tropical forest soil	Gs0075432	Tropical forest soil microbial communities from Luquillo Experimental Forest; Puerto Rico	Metagenome Analysis	Tropical forest soil microbial communities from Luquillo Experimental Forest; Puerto Rico - Sample 8 (SPAdes)	unperturbed	unperturbed	FALSE	FALSE	FALSE	FALSE	Experimental forest soil	Free-living	Non-saline	Soil (non-saline)
1010448	Gb0054384	18	-65	Environmental	Terrestrial	Soil	Tropical forest soil	Gs0075432	Tropical forest soil microbial communities from Luquillo Experimental Forest; Puerto Rico	Metagenome Analysis	Tropical forest soil microbial communities from Luquillo Experimental Forest; Puerto Rico - Sample 9 (SPAdes)	unperturbed	unperturbed	FALSE	FALSE	FALSE	FALSE	Experimental forest soil	Free-living	Non-saline	Soil (non-saline)
1010451	Gb0054327	18	-65	Environmental	Terrestrial	Soil	Tropical forest soil	Gs0075432	Tropical forest soil microbial communities from Luquillo Experimental Forest; Puerto Rico	Metagenome Analysis	Tropical forest soil microbial communities from Luquillo Experimental Forest; Puerto Rico - Sample 10 (SPAdes)	unperturbed	unperturbed	FALSE	FALSE	FALSE	FALSE	na	Free-living	Non-saline	Soil (non-saline)
1010454	Gb0054840	18	-65	Environmental	Terrestrial	Soil	Tropical forest soil	Gs0075432	Tropical forest soil microbial communities from Luquillo Experimental Forest; Puerto Rico	Metagenome Analysis	Tropical forest soil microbial communities from Luquillo Experimental Forest; Puerto Rico - Sample 11 (SPAdes)	unperturbed	unperturbed	FALSE	FALSE	FALSE	FALSE	Experimental forest soil	Free-living	Non-saline	Soil (non-saline)
1010457	Gb0054383	18	-65	Environmental	Terrestrial	Soil	Tropical forest soil	Gs0075432	Tropical forest soil microbial communities from Luquillo Experimental Forest; Puerto Rico	Metagenome Analysis	Tropical forest soil microbial communities from Luquillo Experimental Forest; Puerto Rico - Sample 12 (SPAdes)	unperturbed	unperturbed	FALSE	FALSE	FALSE	FALSE	na	Free-living	Non-saline	Soil (non-saline)
1010460	Gb0054770	18	-65	Environmental	Terrestrial	Soil	Tropical forest soil	Gs0075432	Tropical forest soil microbial communities from Luquillo Experimental Forest; Puerto Rico	Metagenome Analysis	Tropical forest soil microbial communities from Luquillo Experimental Forest; Puerto Rico - Sample 13 (SPAdes)	unperturbed	unperturbed	FALSE	FALSE	FALSE	FALSE	Experimental forest soil	Free-living	Non-saline	Soil (non-saline)
1010463	Gb0054716	18	-65	Environmental	Terrestrial	Soil	Tropical forest soil	Gs0075432	Tropical forest soil microbial communities from Luquillo Experimental Forest; Puerto Rico	Metagenome Analysis	Tropical forest soil microbial communities from Luquillo Experimental Forest; Puerto Rico - Sample 14 (SPAdes)	unperturbed	unperturbed	FALSE	FALSE	FALSE	FALSE	Experimental forest soil	Free-living	Non-saline	Soil (non-saline)
1010466	Gb0054326	18	-65	Environmental	Terrestrial	Soil	Tropical forest soil	Gs0075432	Tropical forest soil microbial communities from Luquillo Experimental Forest; Puerto Rico	Metagenome Analysis	Tropical forest soil microbial communities from Luquillo Experimental Forest; Puerto Rico - Sample 15 (SPAdes)	unperturbed	unperturbed	FALSE	FALSE	FALSE	FALSE	Experimental forest soil	Free-living	Non-saline	Soil (non-saline)
1010469	Gb0054715	18	-65	Environmental	Terrestrial	Soil	Tropical forest soil	Gs0075432	Tropical forest soil microbial communities from Luquillo Experimental Forest; Puerto Rico	Metagenome Analysis	Tropical forest soil microbial communities from Luquillo Experimental Forest; Puerto Rico - Sample 16 (SPAdes)	unperturbed	unperturbed	FALSE	FALSE	FALSE	FALSE	Experimental forest soil	Free-living	Non-saline	Soil (non-saline)
1010472	Gb0054605	18	-65	Environmental	Terrestrial	Soil	Tropical forest soil	Gs0075432	Tropical forest soil microbial communities from Luquillo Experimental Forest; Puerto Rico	Metagenome Analysis	Tropical forest soil microbial communities from Luquillo Experimental Forest; Puerto Rico - Sample 17 (SPAdes)	unperturbed	unperturbed	FALSE	FALSE	FALSE	FALSE	Experimental forest soil	Free-living	Non-saline	Soil (non-saline)
1010475	Gb0054714	18	-65	Environmental	Terrestrial	Soil	Tropical forest soil	Gs0075432	Tropical forest soil microbial communities from Luquillo Experimental Forest; Puerto Rico	Metagenome Analysis	Tropical forest soil microbial communities from Luquillo Experimental Forest; Puerto Rico - Sample 18 (SPAdes)	unperturbed	unperturbed	FALSE	FALSE	FALSE	FALSE	Experimental forest soil	Free-living	Non-saline	Soil (non-saline)
1010478	Gb0054713	18	-65	Environmental	Terrestrial	Soil	Tropical forest soil	Gs0075432	Tropical forest soil microbial communities from Luquillo Experimental Forest; Puerto Rico	Metagenome Analysis	Tropical forest soil microbial communities from Luquillo Experimental Forest; Puerto Rico - Sample 19 (SPAdes)	unperturbed	unperturbed	FALSE	FALSE	FALSE	FALSE	Experimental forest soil	Free-living	Non-saline	Soil (non-saline)
1010481	Gb0054839	18	-65	Environmental	Terrestrial	Soil	Tropical forest soil	Gs0075432	Tropical forest soil microbial communities from Luquillo Experimental Forest; Puerto Rico	Metagenome Analysis	Tropical forest soil microbial communities from Luquillo Experimental Forest; Puerto Rico - Sample 20 (SPAdes)	unperturbed	unperturbed	FALSE	FALSE	FALSE	FALSE	Experimental forest soil	Free-living	Non-saline	Soil (non-saline)
1010484	Gb0054456	18	-65	Environmental	Terrestrial	Soil	Tropical forest soil	Gs0075432	Tropical forest soil microbial communities from Luquillo Experimental Forest; Puerto Rico	Metagenome Analysis	Tropical forest soil microbial communities from Luquillo Experimental Forest; Puerto Rico - Sample 21 (SPAdes)	unperturbed	unperturbed	FALSE	FALSE	FALSE	FALSE	Experimental forest soil	Free-living	Non-saline	Soil (non-saline)
1010487	Gb0054454	18	-65	Environmental	Terrestrial	Soil	Tropical forest soil	Gs0075432	Tropical forest soil microbial communities from Luquillo Experimental Forest; Puerto Rico	Metagenome Analysis	Tropical forest soil microbial communities from Luquillo Experimental Forest; Puerto Rico - Sample 22 (SPAdes)	unperturbed	unperturbed	FALSE	FALSE	FALSE	FALSE	na	Free-living	Non-saline	Soil (non-saline)
1010490	Gb0054453	18	-65	Environmental	Terrestrial	Soil	Tropical forest soil	Gs0075432	Tropical forest soil microbial communities from Luquillo Experimental Forest; Puerto Rico	Metagenome Analysis	Tropical forest soil microbial communities from Luquillo Experimental Forest; Puerto Rico - Sample 23 (SPAdes)	unperturbed	unperturbed	FALSE	FALSE	FALSE	FALSE	Experimental forest soil	Free-living	Non-saline	Soil (non-saline)
1010493	Gb0054743	18	-65	Environmental	Terrestrial	Soil	Tropical forest soil	Gs0075432	Tropical forest soil microbial communities from Luquillo Experimental Forest; Puerto Rico	Metagenome Analysis	Tropical forest soil microbial communities from Luquillo Experimental Forest; Puerto Rico - Sample 24 (SPAdes)	unperturbed	unperturbed	FALSE	FALSE	FALSE	FALSE	Experimental forest soil	Free-living	Non-saline	Soil (non-saline)
1010496	Gb0054565	18	-65	Environmental	Terrestrial	Soil	Tropical forest soil	Gs0075432	Tropical forest soil microbial communities from Luquillo Experimental Forest; Puerto Rico	Metagenome Analysis	Tropical forest soil microbial communities from Luquillo Experimental Forest; Puerto Rico - Sample 25 (SPAdes)	unperturbed	unperturbed	FALSE	FALSE	FALSE	FALSE	Experimental forest soil	Free-living	Non-saline	Soil (non-saline)
1010499	Gb0054452	18	-65	Environmental	Terrestrial	Soil	Tropical forest soil	Gs0075432	Tropical forest soil microbial communities from Luquillo Experimental Forest; Puerto Rico	Metagenome Analysis	Tropical forest soil microbial communities from Luquillo Experimental Forest; Puerto Rico - Sample 26 (SPAdes)	unperturbed	unperturbed	FALSE	FALSE	FALSE	FALSE	Experimental forest soil	Free-living	Non-saline	Soil (non-saline)
1010502	Gb0054834	18	-65	Environmental	Terrestrial	Soil	Tropical forest soil	Gs0075432	Tropical forest soil microbial communities from Luquillo Experimental Forest; Puerto Rico	Metagenome Analysis	Tropical forest soil microbial communities from Luquillo Experimental Forest; Puerto Rico - Sample 27 (SPAdes)	unperturbed	unperturbed	FALSE	FALSE	FALSE	FALSE	Experimental forest soil	Free-living	Non-saline	Soil (non-saline)
1010505	Gb0054816	18	-65	Environmental	Terrestrial	Soil	Tropical forest soil	Gs0075432	Tropical forest soil microbial communities from Luquillo Experimental Forest; Puerto Rico	Metagenome Analysis	Tropical forest soil microbial communities from Luquillo Experimental Forest; Puerto Rico - Sample 28 (SPAdes)	unperturbed	unperturbed	FALSE	FALSE	FALSE	FALSE	Experimental forest soil	Free-living	Non-saline	Soil (non-saline)
1010508	Gb0054448	18	-65	Environmental	Terrestrial	Soil	Tropical forest soil	Gs0075432	Tropical forest soil microbial communities from Luquillo Experimental Forest; Puerto Rico	Metagenome Analysis	Tropical forest soil microbial communities from Luquillo Experimental Forest; Puerto Rico - Sample 29 (SPAdes)	unperturbed	unperturbed	FALSE	FALSE	FALSE	FALSE	Experimental forest soil	Free-living	Non-saline	Soil (non-saline)
1010511	Gb0054712	18	-65	Environmental	Terrestrial	Soil	Tropical forest soil	Gs0075432	Tropical forest soil microbial communities from Luquillo Experimental Forest; Puerto Rico	Metagenome Analysis	Tropical forest soil microbial communities from Luquillo Experimental Forest; Puerto Rico - Sample 30 (SPAdes)	unperturbed	unperturbed	FALSE	FALSE	FALSE	FALSE	na	Free-living	Non-saline	Soil (non-saline)
1010514	Gb0054838	18	-65	Environmental	Terrestrial	Soil	Tropical forest soil	Gs0075432	Tropical forest soil microbial communities from Luquillo Experimental Forest; Puerto Rico	Metagenome Analysis	Tropical forest soil microbial communities from Luquillo Experimental Forest; Puerto Rico - Sample 31 (SPAdes)	unperturbed	unperturbed	FALSE	FALSE	FALSE	FALSE	Experimental forest soil	Free-living	Non-saline	Soil (non-saline)
1010517	Gb0054812	18	-65	Environmental	Terrestrial	Soil	Tropical forest soil	Gs0075432	Tropical forest soil microbial communities from Luquillo Experimental Forest; Puerto Rico	Metagenome Analysis	Tropical forest soil microbial communities from Luquillo Experimental Forest; Puerto Rico - Sample 32 (SPAdes)	unperturbed	unperturbed	FALSE	FALSE	FALSE	FALSE	Experimental forest soil	Free-living	Non-saline	Soil (non-saline)
1010523	Gb0054566	18	-65	Environmental	Terrestrial	Soil	Tropical forest soil	Gs0075432	Tropical forest soil microbial communities from Luquillo Experimental Forest; Puerto Rico	Metagenome Analysis	Tropical forest soil microbial communities from Luquillo Experimental Forest; Puerto Rico - Sample 34 (SPAdes)	unperturbed	unperturbed	FALSE	FALSE	FALSE	FALSE	Experimental forest soil	Free-living	Non-saline	Soil (non-saline)
1010526	Gb0054556	18	-65	Environmental	Terrestrial	Soil	Tropical forest soil	Gs0075432	Tropical forest soil microbial communities from Luquillo Experimental Forest; Puerto Rico	Metagenome Analysis	Tropical forest soil microbial communities from Luquillo Experimental Forest; Puerto Rico - Sample 35 (SPAdes)	unperturbed	unperturbed	FALSE	FALSE	FALSE	FALSE	Experimental forest soil	Free-living	Non-saline	Soil (non-saline)
1010529	Gb0054451	18	-65	Environmental	Terrestrial	Soil	Tropical forest soil	Gs0075432	Tropical forest soil microbial communities from Luquillo Experimental Forest; Puerto Rico	Metagenome Analysis	Tropical forest soil microbial communities from Luquillo Experimental Forest; Puerto Rico - Sample 36 (SPAdes)	unperturbed	unperturbed	FALSE	FALSE	FALSE	FALSE	Experimental forest soil	Free-living	Non-saline	Soil (non-saline)
1010532	Gb0054358	18	-65	Environmental	Terrestrial	Soil	Tropical forest soil	Gs0075432	Tropical forest soil microbial communities from Luquillo Experimental Forest; Puerto Rico	Metagenome Analysis	Tropical forest soil microbial communities from Luquillo Experimental Forest; Puerto Rico - Sample 37 (SPAdes)	unperturbed	unperturbed	FALSE	FALSE	FALSE	FALSE	na	Free-living	Non-saline	Soil (non-saline)
1010538	Gb0054745	18	-65	Environmental	Terrestrial	Soil	Tropical forest soil	Gs0075432	Tropical forest soil microbial communities from Luquillo Experimental Forest; Puerto Rico	Metagenome Analysis	Tropical forest soil microbial communities from Luquillo Experimental Forest; Puerto Rico - Sample 39 (SPAdes)	unperturbed	unperturbed	FALSE	FALSE	FALSE	FALSE	Experimental forest soil	Free-living	Non-saline	Soil (non-saline)
1010541	Gb0054648	18	-65	Environmental	Terrestrial	Soil	Tropical forest soil	Gs0075432	Tropical forest soil microbial communities from Luquillo Experimental Forest; Puerto Rico	Metagenome Analysis	Tropical forest soil microbial communities from Luquillo Experimental Forest; Puerto Rico - Sample 40 (SPAdes)	unperturbed	unperturbed	FALSE	FALSE	FALSE	FALSE	na	Free-living	Non-saline	Soil (non-saline)
1010544	Gb0054651	18	-65	Environmental	Terrestrial	Soil	Tropical forest soil	Gs0075432	Tropical forest soil microbial communities from Luquillo Experimental Forest; Puerto Rico	Metagenome Analysis	Tropical forest soil microbial communities from Luquillo Experimental Forest; Puerto Rico - Sample 41 (SPAdes)	unperturbed	unperturbed	FALSE	FALSE	FALSE	FALSE	Experimental forest soil	Free-living	Non-saline	Soil (non-saline)
1010547	Gb0054647	18	-65	Environmental	Terrestrial	Soil	Tropical forest soil	Gs0075432	Tropical forest soil microbial communities from Luquillo Experimental Forest; Puerto Rico	Metagenome Analysis	Tropical forest soil microbial communities from Luquillo Experimental Forest; Puerto Rico - Sample 42 (SPAdes)	unperturbed	unperturbed	FALSE	FALSE	FALSE	FALSE	na	Free-living	Non-saline	Soil (non-saline)
1010550	Gb0054331	18	-65	Environmental	Terrestrial	Soil	Tropical forest soil	Gs0075432	Tropical forest soil microbial communities from Luquillo Experimental Forest; Puerto Rico	Metagenome Analysis	Tropical forest soil microbial communities from Luquillo Experimental Forest; Puerto Rico - Sample 43 (SPAdes)	unperturbed	unperturbed	FALSE	FALSE	FALSE	FALSE	Experimental forest soil	Free-living	Non-saline	Soil (non-saline)
1010553	Gb0054563	18	-65	Environmental	Terrestrial	Soil	Tropical forest soil	Gs0075432	Tropical forest soil microbial communities from Luquillo Experimental Forest; Puerto Rico	Metagenome Analysis	Tropical forest soil microbial communities from Luquillo Experimental Forest; Puerto Rico - Sample 44 (SPAdes)	unperturbed	unperturbed	FALSE	FALSE	FALSE	FALSE	Experimental forest soil	Free-living	Non-saline	Soil (non-saline)
1010556	Gb0054447	18	-65	Environmental	Terrestrial	Soil	Tropical forest soil	Gs0075432	Tropical forest soil microbial communities from Luquillo Experimental Forest; Puerto Rico	Metagenome Analysis	Tropical forest soil microbial communities from Luquillo Experimental Forest; Puerto Rico - Sample 45 (SPAdes)	unperturbed	unperturbed	FALSE	FALSE	FALSE	FALSE	Experimental forest soil	Free-living	Non-saline	Soil (non-saline)
1010559	Gb0054562	18	-65	Environmental	Terrestrial	Soil	Tropical forest soil	Gs0075432	Tropical forest soil microbial communities from Luquillo Experimental Forest; Puerto Rico	Metagenome Analysis	Tropical forest soil microbial communities from Luquillo Experimental Forest; Puerto Rico - Sample 46 (SPAdes)	unperturbed	unperturbed	FALSE	FALSE	FALSE	FALSE	Experimental forest soil	Free-living	Non-saline	Soil (non-saline)
1010562	Gb0054561	18	-65	Environmental	Terrestrial	Soil	Tropical forest soil	Gs0075432	Tropical forest soil microbial communities from Luquillo Experimental Forest; Puerto Rico	Metagenome Analysis	Tropical forest soil microbial communities from Luquillo Experimental Forest; Puerto Rico - Sample 47 (SPAdes)	unperturbed	unperturbed	FALSE	FALSE	FALSE	FALSE	na	Free-living	Non-saline	Soil (non-saline)
1010565	Gb0054555	18	-65	Environmental	Terrestrial	Soil	Tropical forest soil	Gs0075432	Tropical forest soil microbial communities from Luquillo Experimental Forest; Puerto Rico	Metagenome Analysis	Tropical forest soil microbial communities from Luquillo Experimental Forest; Puerto Rico - Sample 48 (SPAdes)	unperturbed	unperturbed	FALSE	FALSE	FALSE	FALSE	Experimental forest soil	Free-living	Non-saline	Soil (non-saline)
1010568	Gb0054330	18	-65	Environmental	Terrestrial	Soil	Tropical forest soil	Gs0075432	Tropical forest soil microbial communities from Luquillo Experimental Forest; Puerto Rico	Metagenome Analysis	Tropical forest soil microbial communities from Luquillo Experimental Forest; Puerto Rico - Sample 49 (SPAdes)	unperturbed	unperturbed	FALSE	FALSE	FALSE	FALSE	Experimental forest soil	Free-living	Non-saline	Soil (non-saline)
1010571	Gb0054323	18	-65	Environmental	Terrestrial	Soil	Tropical forest soil	Gs0075432	Tropical forest soil microbial communities from Luquillo Experimental Forest; Puerto Rico	Metagenome Analysis	Tropical forest soil microbial communities from Luquillo Experimental Forest; Puerto Rico - Sample 50 (SPAdes)	unperturbed	unperturbed	FALSE	FALSE	FALSE	FALSE	Experimental forest soil	Free-living	Non-saline	Soil (non-saline)
1010574	Gb0054560	18	-65	Environmental	Terrestrial	Soil	Tropical forest soil	Gs0075432	Tropical forest soil microbial communities from Luquillo Experimental Forest; Puerto Rico	Metagenome Analysis	Tropical forest soil microbial communities from Luquillo Experimental Forest; Puerto Rico - Sample 51 (SPAdes)	unperturbed	unperturbed	FALSE	FALSE	FALSE	FALSE	Experimental forest soil	Free-living	Non-saline	Soil (non-saline)
1010577	Gb0054450	18	-65	Environmental	Terrestrial	Soil	Tropical forest soil	Gs0075432	Tropical forest soil microbial communities from Luquillo Experimental Forest; Puerto Rico	Metagenome Analysis	Tropical forest soil microbial communities from Luquillo Experimental Forest; Puerto Rico - Sample 52 (SPAdes)	unperturbed	unperturbed	FALSE	FALSE	FALSE	FALSE	Experimental forest soil	Free-living	Non-saline	Soil (non-saline)
1010580	Gb0054554	18	-65	Environmental	Terrestrial	Soil	Tropical forest soil	Gs0075432	Tropical forest soil microbial communities from Luquillo Experimental Forest; Puerto Rico	Metagenome Analysis	Tropical forest soil microbial communities from Luquillo Experimental Forest; Puerto Rico - Sample 53 (SPAdes)	unperturbed	unperturbed	FALSE	FALSE	FALSE	FALSE	Experimental forest soil	Free-living	Non-saline	Soil (non-saline)
